image_name,classification
MTL-0130-1652-5E96-P09-FP4.jpg_0_0.bmp,2
MTL-0130-162A-E684-P05-FP2.jpg_5_0.bmp,2
personal.jpeg,1
comwork.png,1
MTL-0130-12BC-D114-155-P02-FP3.jpg_3_0.bmp,1
